synonyms	doi	model_treatment	msi_status	mutational_burden	ploidy	parent_id	mutation_data	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type	cancer_type_ncit_id	sampling_day	sample_treatment_details	tnm_integrated	species	HCMI
			MSS	6.666666667	1.954230322		1.0	1.0	1.0	1.0	0.0	0.0	1.0	T-Cell Non-Hodgkin's Lymphoma	C3467				Homo Sapiens	
			MSS	10.6	2.755219796		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C4247				Homo Sapiens	
			MSS	12.73333333	2.508879449		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C6586				Homo Sapiens	
			MSS	10.7	1.884997577		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
			MSS	11.33333333			1.0	1.0	1.0	0.0	0.0	0.0	1.0	Hepatocellular Carcinoma	C3099				Homo Sapiens	
NCI-SNU-81	10.1002/(SICI)1097-0215(19990611)81:6<902::AID-IJC11>3.0.CO;2-T		MSS	236.5333333	1.950059851		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349	20.0			Homo Sapiens	
			MSS	16.96666667	3.568754496		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
			MSS	13.3	3.685253765		1.0	1.0	1.0	1.0	0.0	0.0	1.0	T-Lymphoblastic Leukemia	C7953				Homo Sapiens	
			MSS	12.4	3.008359073		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C45544				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Cell Non-Hodgkin's Lymphoma	C6915				Homo Sapiens	
			MSS	11.53333333	1.877714116		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C9385				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C4872				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C9167				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Chronic Myelogenous Leukemia	C3174				Homo Sapiens	
			MSS	14.43333333	2.943747223		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Prostate Carcinoma	C4863		Suramin and Doxorubicin		Homo Sapiens	
	10.1111/j.1365-2141.1995.tb08418.x	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acute Myeloid Leukemia	C9154		"1989: Combination chemotherapy of enocitabine, daunorubicin hydrochloride, 6-mercaptopurine (6-MP) and prednisolone. 
1990a: Combination chemotherapy of cytarabine, mitoxantrone, 6-MP and prednisolone followed by two consolidation courses of high-dose cytarabine therapy. 
1990b: Another course of combination chemotherapy."		Homo Sapiens	
			MSS	5.566666667	3.57330134		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Mesothelioma	C7376				Homo Sapiens	
			MSS	6.9	2.524829241		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
SK-N-MC-IXC			MSS	6.066666667	1.873661986	SIDM00634	1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ewing's Sarcoma	C7542				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349				Homo Sapiens	
	10.1006/gyno.1997.4785	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C7978				Homo Sapiens	
ER-02 ISH			MSS		2.294119918		0.0	0.0	1.0	0.0	0.0	0.0	1.0	Endometrial Carcinoma	C7359				Homo Sapiens	
			MSS	7.766666667	3.555410413		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4017	28.0			Homo Sapiens	
			MSS	4.466666667	2.93595712		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Oral Cavity Carcinoma	C4648				Homo Sapiens	
Onda 10;Case 6			MSS	10.66666667	2.468031992		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
			MSS	8.466666667	1.926382614		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C3270				Homo Sapiens	
			MSS	6.266666667	3.48918453		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Mesothelioma	C45665				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Oral Cavity Carcinoma	C4648				Homo Sapiens	
SK 1			MSS	6.766666667	3.493053336		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
			MSS	14.6	2.577056849		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Head and Neck Carcinoma	C129857				Homo Sapiens	
			MSS	5.6	3.225623217		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ewing's Sarcoma	C4817				Homo Sapiens	
	10.1158/0008-5472.CAN-07-5084	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
		Transformed (Ki-MuSV)				SIDM01234	0.0	1.0	1.0	0.0	0.0	0.0	0.0	Non-Cancerous	C33414				Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C6906				Homo Sapiens	
			MSS	10.83333333	1.912747703		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C3270				Homo Sapiens	
MDA-330			MSS	8.766666667	3.989533431		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4872				Homo Sapiens	
		Dexamethasone				SIDM00624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
			MSS	5.633333333	3.580046402		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Bladder Carcinoma	C4912				Homo Sapiens	
HCC0070			MSS	6.233333333	4.24338942		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4017	3.0			Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acute Myeloid Leukemia	C9154				Homo Sapiens	
			MSS	11.43333333	2.770921796		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Head and Neck Carcinoma	C7991				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
	10.1007/BF00686381	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
			MSS	21.66666667	3.362723117		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C4038				Homo Sapiens	
J82COT			MSS	4.8	3.631170504		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Bladder Carcinoma	C4912				Homo Sapiens	
						SIDM00402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bladder Carcinoma	C4912				Homo Sapiens	
			MSS	6.266666667	3.356318286		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C9154				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ewing's Sarcoma	C4817				Homo Sapiens	
	10.1016/0165-4608(93)90083-X	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3510	18.0	Diemthyltrizenoimidazol carboxamide (DTIC) and levamisole.		Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C6906				Homo Sapiens	
			MSS	7.9	1.960884419		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C7889				Homo Sapiens	
	10.1007/BF00688585	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioma	C60781				Homo Sapiens	
NCI-HUT-292			MSS	6.133333333	2.03606007		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C45544				Homo Sapiens	
			MSS	44.3	1.661882845		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	5.133333333	2.803033353		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Hepatocellular Carcinoma	C3099				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C5228		cisplatin, 5-fluorouracil and chlorambucil treatment.		Homo Sapiens	
KO52			MSS	8.366666667	2.072856827		0.0	1.0	1.0	0.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C9154				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
	10.1007/s00534-011-0376-7	Gemcitabine				SIDM01824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C4436				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ewing's Sarcoma	C3716				Homo Sapiens	
HT 1080.T			MSS	4.7	1.985572056		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C3043				Homo Sapiens	
COLO_127		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349	7.0		IIIB	Homo Sapiens	
	10.1002/jcb.240630505	Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
	10.1038/sj.bjc.6600440						0.0	0.0	1.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C36077				Homo Sapiens	
			MSS	25.63333333	2.500623586		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	8.833333333	2.577272902		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C40329				Homo Sapiens	
						SIDM00641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Burkitt's Lymphoma	C27694				Homo Sapiens	
	10.1016/j.bbrc.2012.03.122	Gemcitabine				SIDM01321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C3850				Homo Sapiens	
	10.1038/sj.onc.1203168	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3808				Homo Sapiens	
JHU-011-SCC;JHU-O11;HNSCC 011			MSS	6.966666667	3.275879054		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Head and Neck Carcinoma	C4044				Homo Sapiens	
		Unknown				SIDM01495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Osteosarcoma	C9145				Homo Sapiens	
	10.1038/sj.leu.2402239	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	T-Cell Non-Hodgkin's Lymphoma	C8459		MACOP-B scheme was started, and interrupted after 4 weeks because of disease progression.  The patient was then given chemoterapeutic treatment of ifosfamide, cytarabine, high-dose methotrexate and methylprednisolone.		Homo Sapiens	
			MSS	5.133333333	2.526469338		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Thyroid Gland Carcinoma	C3878				Homo Sapiens	
			MSS	18.93333333	2.084582174		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Thyroid Gland Carcinoma	C8054				Homo Sapiens	
			MSS	7.833333333	2.221056871		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C5543				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioblastoma	C3058				Homo Sapiens	
	10.1158/0008-5472.CAN-07-5084	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
			MSS	3.8	1.936887223		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Mesothelioma	C45662				Homo Sapiens	
PE01			MSS	7.766666667	1.773144754		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C5228		cisplatin, 5-fluorouracil and chlorambucil treatment.		Homo Sapiens	
			MSS	6.466666667	1.96979785		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Kidney Carcinoma	C4033				Homo Sapiens	
			MSS	10.43333333	2.054722429		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C8851				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Blood Cancers	C82217				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C4872		Cytoxan, adriamycin, methotrexate and 5-fluorouracil.		Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C4646				Homo Sapiens	
NCI-HUT-596			MSS	10.66666667	2.989640551		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C9133				Homo Sapiens	
							1.0	1.0	1.0	1.0	0.0	0.0	0.0	Melanoma	C3510				Homo Sapiens	
	10.1007/s00534-011-0376-7	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C4436				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	T-Lymphoblastic Leukemia	C7953				Homo Sapiens	
			MSS	5.2	2.119891313		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
Co 205			MSS	6.2	3.254393688		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349	31.0	5-FU		Homo Sapiens	
							0.0	1.0	1.0	0.0	0.0	0.0	0.0	Neuroblastoma	C3270				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bladder Carcinoma	C4912				Homo Sapiens	
	10.1056/NEJM199204233261704	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Blood Cancers	C3720				Homo Sapiens	
						SIDM00968	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C105555				Homo Sapiens	
U266B1;U266S;U266BL			MSS	10.4	2.007162165		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
			MSS	5.133333333	1.735611727		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
			MSS	8.466666667	5.473141565		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Squamous Cell Lung Carcinoma	C3493				Homo Sapiens	
							0.0	0.0	1.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
COLO_019		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C4349	15.0		IIA	Homo Sapiens	HCM-SANG-0269-C18
			MSS	11.26666667	2.929897958		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349				Homo Sapiens	
COLO_041		None	MSS				1.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C5543	20.0		IV	Homo Sapiens	
	10.1038/sj.leu.2402212	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Lymphoblastic Leukemia	C8644				Homo Sapiens	
JTC-39			MSS	11.53333333	2.435327559		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Hepatocellular Carcinoma	C3099				Homo Sapiens	
	10.1371/journal.pone.0080060	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ewing's Sarcoma	C3716		"Chemotherapeutic treatment of incristine/adriamycin/cyclophosphamide alternating with ifosfamide/etoposide followed by high dose of carboplatin/ifosfamide/etoposide, followed by bone marrow transplant.
"		Homo Sapiens	
		Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
			MSS	22.8	3.628740624		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C7152				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C4819				Homo Sapiens	
IARC-EW-18			MSS	5.633333333	2.396074789		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ewing's Sarcoma	C4817				Homo Sapiens	
			MSS	10.16666667	1.795959511		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C3270				Homo Sapiens	
	10.1038/sj.leu.2402212	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Lymphoblastic Leukemia	C8644				Homo Sapiens	
	10.1097/00005537-199906000-00025						0.0	0.0	1.0	0.0	0.0	0.0	0.0	Head and Neck Carcinoma	C4044		5-FU + Cisplatin		Homo Sapiens	
			MSS	9.633333333	3.055941778		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Oral Cavity Carcinoma	C4833				Homo Sapiens	
MZ-MEL-2			MSS	11.13333333	1.885597801		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3224				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Colorectal Carcinoma	C9383	27.0		IVA	Homo Sapiens	
CWR22-Rv1;CWR22-R1			MSI	57.96666667	2.039090596		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Prostate Carcinoma	C4863				Homo Sapiens	
							0.0	0.0	1.0	0.0	0.0	0.0	0.0	Ewing's Sarcoma	C7542				Homo Sapiens	
	10.1016/j.jss.2011.04.021	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
			MSS	11.73333333	4.22060909		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Gastric Carcinoma	C5473				Homo Sapiens	
	10.1007/BF01215923	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Squamous Cell Carcinoma	C4024				Homo Sapiens	
			MSS	5.0	2.014258094		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Neuroblastoma	C3270				Homo Sapiens	
			MSS	11.23333333	3.035122457		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Bladder Carcinoma	C4912				Homo Sapiens	
			MSS	22.36666667	3.454416239		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C6915				Homo Sapiens	
JROECL33;OEC33			MSS	6.966666667	3.55024429		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Esophageal Carcinoma	C7027				Homo Sapiens	
PM1							0.0	1.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
			MSS	7.366666667	3.699463954		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Glioblastoma	C3058				Homo Sapiens	
			MSS	18.9	2.549470101		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C4450				Homo Sapiens	
			MSS	25.2	2.094259233		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Gastric Carcinoma	C4004				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C45714				Homo Sapiens	
			MSS	4.7	3.281258822		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Prostate Carcinoma	C4863				Homo Sapiens	
	10.1182/blood.V69.5.1307.1307	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Cell Non-Hodgkin's Lymphoma	C8851				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
Pa16C;PL12			MSS	5.0	1.714877083		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C7712				Homo Sapiens	
NCI660			MSS	8.033333333	3.166806611		1.0	1.0	1.0	1.0	0.0	0.0	0.0	Prostate Carcinoma	C4863				Homo Sapiens	
	10.1002/1097-0142(197711)40:5<2256::AID-CNCR2820400536>3.0.CO;2-1	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neuroblastoma	C3270		Unknown		Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C3222				Homo Sapiens	
	10.1007/BF00688585	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glioma	C60781				Homo Sapiens	
A4/Fukuda			MSS	10.53333333	2.065849326		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Lymphoblastic Leukemia	C8644				Homo Sapiens	
		Immortalised					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C33461				Homo Sapiens	
			MSS	6.766666667	3.774333342		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C2926				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
NCC-c-Lu-139			MSS	14.93333333	2.9161907		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
	10.1002/ijc.2910390116	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	B-Cell Non-Hodgkin's Lymphoma	C8851				Homo Sapiens	
			MSS	9.766666667	2.032218908		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Acute Myeloid Leukemia	C9154				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Carcinoma	C4025	10.0		IIIB	Homo Sapiens	
	10.1038/bjc.1986.273	Unknown				SIDM01869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma	C3749				Homo Sapiens	
			MSS	32.2	3.440121019		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Melanoma	C3510				Homo Sapiens	
			MSS	4.5	3.216258012		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Pancreatic Carcinoma	C9120				Homo Sapiens	
		Cisplatin				SIDM00210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C7979				Homo Sapiens	
			MSS	4.666666667	3.943454621		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
NCI-SNU-387			MSS	9.6	2.900438652		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Hepatocellular Carcinoma	C3099		treated by transcatheter arterial embolization with lipoidol plus a combination of doxorubicin and mitomycin C		Homo Sapiens	
P32/Ishida			MSS	7.7	1.953243498		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Burkitt's Lymphoma	C2912				Homo Sapiens	
	10.1002/(SICI)1097-0215(19970207)70:4<443::AID-IJC12>3.0.CO;2-G	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gastric Carcinoma	C4004				Homo Sapiens	
			MSS	10.53333333	2.445086326		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C5214				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
			MSS	8.3	2.850490568		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Ovarian Carcinoma	C5228				Homo Sapiens	
			MSS	4.466666667	3.714135156		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Non-Small Cell Lung Carcinoma	C3512				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Other Solid Carcinomas	C4250				Homo Sapiens	
			MSS	11.53333333	2.732277803		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
			MSS	4.833333333	3.086268484		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Mesothelioma	C45662				Homo Sapiens	
			MSS	9.666666667	1.938477495	SIDM00624	1.0	1.0	1.0	1.0	0.0	0.0	1.0	Plasma Cell Myeloma	C3242				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
			MSS	6.633333333	2.052086296		1.0	1.0	1.0	1.0	0.0	0.0	1.0	B-Cell Non-Hodgkin's Lymphoma	C8851				Homo Sapiens	
		Transformed (Unknown)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
VM-CUB-I			MSS	14.3	1.890486521		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Bladder Carcinoma	C4912				Homo Sapiens	
			MSS	8.466666667	2.312882602		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Small Cell Lung Carcinoma	C4917				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Breast Carcinoma	C4872				Homo Sapiens	
							0.0	0.0	1.0	0.0	0.0	0.0	0.0	Acute Myeloid Leukemia	C7152				Homo Sapiens	
			MSI	46.1	2.948469725		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Breast Carcinoma	C4017				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma	C3224				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C105555				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Endometrial Carcinoma	C7558				Homo Sapiens	
		Unknown				SIDM01851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Carcinoma	C4033				Homo Sapiens	
	10.1073/pnas.0500090102	Transformed (EBV)					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-Cancerous	C41168				Homo Sapiens	
							0.0	0.0	0.0	0.0	0.0	0.0	0.0	Burkitt's Lymphoma	C2912				Homo Sapiens	
			MSS	11.9	2.034887773		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Other Solid Carcinomas	C4038				Homo Sapiens	
		Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ovarian Carcinoma	C4908				Homo Sapiens	
	10.1002/ijc.25242	Unknown				SIDM00670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatic Carcinoma	C8294				Homo Sapiens	
			MSS	17.93333333	3.89036892		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Cervical Carcinoma	C4028				Homo Sapiens	
			MSS	7.066666667	3.012590638		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4349				Homo Sapiens	
			MSS	7.133333333	2.306685084		1.0	1.0	1.0	1.0	0.0	0.0	1.0	Colorectal Carcinoma	C4910				Homo Sapiens	
	10.1002/ijc.2910520217	Unknown					0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biliary Tract Carcinoma	C35417		5-Fluorouracil and Leucovorin.		Homo Sapiens	
