"Field"	"model_id"	"name"	"type"	"growth_properties"	"parent_id"	"origin_patient_sample_id"	"comments"	"supplier"	"external_ids"	"publications"
	"SIDM00363"	"P31-FUJ"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0091"	"COSMIC909253,ACH-000770,CVCL_1632,CCLE_Name:P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01325"	"Panc-02-13"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-2554"	"ACH-000031,CVCL_1634,CCLE_Name:PANC0213_PANCREAS"	
	"SIDM00050"	"CHSA0108"	"Cell Line"	"Unknown"			" "	"Unknown:Unknown"	"COSMIC1290768,ACH-002093,CVCL_X484,CCLE_Name:CHSA0108_BONE"	
	"SIDM01580"	"Hs-600-T"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-7360"	"ACH-000240,CVCL_0814,CCLE_Name:HS600T_FIBROBLAST"	
	"SIDM00272"	"MDA-MB-453"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB1192"	"COSMIC908122,ACH-000910,CVCL_0418,CCLE_Name:MDAMB453_BREAST"	
	"SIDM00258"	"NB12"	"Cell Line"	"Unknown"			" "		"COSMIC949172,ACH-002279,CVCL_1442,CCLE_Name:NB12_AUTONOMIC_GANGLIA"	
	"SIDM00106"	"NCI-H125"	"Cell Line"	"Unknown"			" NCI-H125 and NCI-H513 have been show to be cross contaminated (ATCC, ICLAC)"	"Unknown:Unknown"	"CVCL_3968"	
	"SIDM00883"	"HCC1395-BL"	"Cell Line"	"Suspension"			" HCC1395-BL is a B-lymphoblastoid cell line initiated by Epstein Barr virus (EBV) transformation of peripheral blood lymphocytes obtained from the same patient as the breast carcinoma cell line HCC1395 (ATCC)."	"ATCC:CRL-2325"	"ACH-002382,CVCL_1250,CCLE_Name:HCC1395_MATCHED_NORMAL_TISSUE"	
	"SIDM00771"	"NCI-H1792"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-5895"	"COSMIC724868,ACH-000496,CVCL_1495,CCLE_Name:NCIH1792_LUNG"	
	"SIDM00369"	"TE-1"	"Cell Line"	"Unknown"			" "	"JCRB:RCB1894"	"COSMIC753621,ACH-000647,CVCL_1759,CCLE_Name:TE1_OESOPHAGUS"	
	"SIDM00350"	"SAT"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB1027"	"COSMIC1299050,ACH-001641,CVCL_3160,CCLE_Name:SAT_UPPER_AERODIGESTIVE_TRACT"	
	"SIDM00208"	"D-502MG"	"Cell Line"	"Unknown"			" "		"COSMIC946373,ACH-002229,CVCL_1162,CCLE_Name:D502MG_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM01760"	"TE-617-T"	"Cell Line"	"Unknown"			" "		"ACH-000051,,CCLE_Name:TE617T_SOFT_TISSUE"	
	"SIDM00184"	"LB373-MEL-D"	"Cell Line"	"Unknown"			" LB373-EBV is a matched normal line initiated by Epstein Barr virus (EBV) transformation from the same patient as LB373-MEL, the parental line of LB373-MEL-D."		"COSMIC753581,ACH-002153,CVCL_1367,CCLE_Name:LB373MELD_SKIN"	
	"SIDM00614"	"JHH-7"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB1031"	"COSMIC1240160,ACH-000848,CVCL_2805,CCLE_Name:JHH7_LIVER"	
	"SIDM01440"	"SNU-1118"	"Cell Line"	"Adherent"			" "	"KCLB:01118"	"CVCL_5011"	11776963
	"SIDM01971"	"LPS853"	"Cell Line"	"Unknown"			" "		"ACH-001802,,CCLE_Name:LPS853_SOFT_TISSUE"	
	"SIDM01969"	"MYLA"	"Cell Line"	"Unknown"			" "		"ACH-001134,,CCLE_Name:MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00066"	"TE-7"	"Cell Line"	"Unknown"			" TE-2, TE-3, TE-7, TE-12 & TE-13 share common ancestry (PMID: 17804709)"	"unknown:unknown"	"CVCL_9972"	
	"SIDM00901"	"AN3-CA"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-111"	"COSMIC910781,ACH-000940,CVCL_0028,CCLE_Name:AN3CA_ENDOMETRIUM"	
	"SIDM00573"	"no-11"	"Cell Line"	"Unknown"			" "	"JCRB:IFO50369"	"COSMIC908450,ACH-001606,CVCL_3076,CCLE_Name:NO11_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM00274"	"GCIY"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB0555"	"COSMIC906869,ACH-000047,CVCL_1228,CCLE_Name:GCIY_STOMACH"	
	"SIDM01573"	"KMS-27"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB1188"	"ACH-000576,CVCL_2993,CCLE_Name:KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00633"	"MDA-MB-175-VII"	"Cell Line"	"Semi-Adherent"			" "	"ATCC:HTB-25"	"COSMIC908120,ACH-000759,CVCL_1400,CCLE_Name:MDAMB175VII_BREAST"	
	"SIDM01040"	"FU-OV-1"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-444"	"COSMIC1240129,ACH-000574,CVCL_2047,CCLE_Name:FUOV1_OVARY"	
	"SIDM00497"	"SNU-503"	"Cell Line"	"Adherent"			" "	"KCLB:00503"	"ACH-000683,CVCL_5071,CCLE_Name:SNU503_LARGE_INTESTINE"	
	"SIDM01023"	"MONO-MAC-6"	"Cell Line"	"Suspension"			" MONO-MAC-1 and MONO-MAC-6 are simultaneous sister cell lines derived from a peripheral blood sample from the same patient (DSMZ)."	"DSMZ:ACC-124"	"COSMIC908148,ACH-000006,CVCL_1426,CCLE_Name:MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01141"	"OV-90"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-11732"	"COSMIC1240197,ACH-000291,CVCL_3768,CCLE_Name:OV90_OVARY"	
	"SIDM01402"	"UM-UC-7"	"Cell Line"	"Adherent"			" "	"ECACC:08090504"	"ACH-001415,CVCL_2752,CCLE_Name:UMUC7_URINARY_TRACT"	
	"SIDM00611"	"KMRC-1"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB1010"	"COSMIC1298168,ACH-000684,CVCL_2983,CCLE_Name:KMRC1_KIDNEY"	
	"SIDM01035"	"KMS-12-PE"	"Cell Line"	"Suspension"			" KMS-12-PE and KMS-12-BM were both derived from the same patient (DSMZ)."	"DSMZ:ACC-606"	"COSMIC753568,ACH-001103,CVCL_1333,CCLE_Name:KMS12PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01541"	"C125-PM"	"Cell Line"	"Adherent"			" "	"ECACC:12022909"	"ACH-001456,CVCL_8175,CCLE_Name:C125PM_LARGE_INTESTINE"	
	"SIDM00320"	"VMRC-LCD"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0814"	"COSMIC713869,ACH-001233,CVCL_1787,CCLE_Name:VMRCLCD_LUNG"	
	"SIDM00015"	"KYSE-30"	"Cell Line"	"Unknown"			" "	"DSMZ:ACC-351"	"COSMIC1298221,ACH-000777,CVCL_1351,CCLE_Name:KYSE30_OESOPHAGUS"	
	"SIDM00202"	"EW-3"	"Cell Line"	"Unknown"			" "		"COSMIC949161,ACH-002118,CVCL_1216,CCLE_Name:EW3_BONE"	
	"SIDM01592"	"Hs-274-T"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-7222"	"ACH-000134,CVCL_0711,CCLE_Name:HS274T_BREAST"	
	"SIDM01777"	"PANC-05-04"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-2557"	"ACH-000093,,CCLE_Name:PANC0504_PANCREAS"	
	"SIDM01677"	"NCI-H1373"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-5866"	"ACH-000845,,CCLE_Name:NCIH1373_LUNG"	
	"SIDM00371"	"SUIT-2"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB1094"	"COSMIC1240219,ACH-000652,CVCL_3172,CCLE_Name:SUIT2_PANCREAS"	
	"SIDM01882"	"OCI-Ly12"	"Cell Line"	"Suspension"			" "		"ACH-001147,,CCLE_Name:OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	8574164
	"SIDM00407"	"SU-DHL-6"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-572"	"COSMIC1331037,ACH-000611,CVCL_2206,CCLE_Name:SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00732"	"D-263MG"	"Cell Line"	"Unknown"			" "		"COSMIC946368,ACH-002225,CVCL_1154,CCLE_Name:D263MG_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM00108"	"UACC-257"	"Cell Line"	"Unknown"			" "	"NCI:UACC-257"	"COSMIC905977,ACH-000579,CVCL_1779,CCLE_Name:UACC257_SKIN"	
	"SIDM01673"	"NCI-BL1819"	"Cell Line"	"Suspension"			" NCI-H1819 and the matched normal line NCI-BL1819 were derived from the same patient as NCI-H1693 following chemotherapy. (PMID: 8806092)"			
	"SIDM01690"	"MOLP-2"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-607"	"ACH-000453,,CCLE_Name:MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	8148313
	"SIDM01009"	"KELLY"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-355"	"COSMIC753618,ACH-000259,CVCL_2092,CCLE_Name:KELLY_AUTONOMIC_GANGLIA"	
	"SIDM01609"	"HEC-151"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB1122"	"ACH-000972,CVCL_2925,CCLE_Name:HEC151_ENDOMETRIUM"	
	"SIDM00981"	"DOHH-2"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-47"	"COSMIC906842,ACH-000056,CVCL_1179,CCLE_Name:DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00855"	"G-402"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-1440"	"COSMIC907298,ACH-000375,CVCL_1221,CCLE_Name:G402_SOFT_TISSUE"	
	"SIDM00091"	"OVCAR-5"	"Cell Line"	"Unknown"			"Suspected mis-identification. Originally thought to be a high grade ovarian serous adenocarcinoma but suspected to have a upper gastrointestinal origin (DOI: 10.1093/nar/gkw578). "	"NCI:OVCAR-5"	"COSMIC905969,ACH-001151,CVCL_1628,CCLE_Name:OVCAR5_OVARY"	
	"SIDM00762"	"NCI-H1944"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-5907"	"COSMIC1240185,ACH-000414,CVCL_1508,CCLE_Name:NCIH1944_LUNG"	
	"SIDM00982"	"42-MG-BA"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-431"	"COSMIC687561,ACH-000323,CVCL_1798,CCLE_Name:42MGBA_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM01360"	"MCC14-2"	"Cell Line"	"Adherent"			" MCC14-1 & MCC14-2 were both established from the same nodal metastasis. (PMID: 7814141)."	"ECACC:10092303"	"ACH-001551,CVCL_2584,CCLE_Name:MCC142_SKIN"	7814141
	"SIDM01793"	"Mel-285"	"Cell Line"	"Unknown"			" "		"ACH-002015,,CCLE_Name:MEL285_UVEA"	28018010
	"SIDM00638"	"MS751"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-34"	"COSMIC1240179,ACH-001360,CVCL_4996,CCLE_Name:MS751_CERVIX"	
	"SIDM01526"	"ACC-MESO-1"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB2292"	"ACH-000086,CVCL_5113,CCLE_Name:ACCMESO1_PLEURA"	
	"SIDM01910"	"UM-UC-4"	"Cell Line"	"Adherent"			" "	"ECACC:08090501"	"ACH-001410,,CCLE_Name:UMUC4_URINARY_TRACT"	3761468
	"SIDM01704"	"Hs-706-T"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-7447"	"ACH-000071,,CCLE_Name:HS706T_BONE"	
	"SIDM01747"	"Hs-791-T"	"Cell Line"	"Unknown"			" Hs-870-T, Hs-860-T and Hs-791-T were derived from the same patient (Cellosaurus, ATCC)"			
	"SIDM01020"	"KMS-12-BM"	"Cell Line"	"Suspension"			" KMS-12-PE and KMS-12-BM were both derived from the same patient (DSMZ)."	"DSMZ:ACC-551"	"COSMIC907281,ACH-000380,CVCL_1334,CCLE_Name:KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00810"	"A427"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-53"	"COSMIC910851,ACH-000757,CVCL_1055,CCLE_Name:A427_LUNG"	
	"SIDM01569"	"JHH-5"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB1029"	"ACH-000734,CVCL_0364,CCLE_Name:JHH5_LIVER"	
	"SIDM00029"	"SCLC-21H"	"Cell Line"	"Unknown"			" SCLC-21H & SCLC-22H were derived from the same patient (DSMZ)."	"DSMZ:ACC372"	"COSMIC753611,ACH-000659,CVCL_0024,CCLE_Name:SCLC21H_LUNG"	
	"SIDM01263"	"J-RT3-T3-5"	"Cell Line"	"Suspension"	"SIDM01244"	"SIDS00539"	" J-RT3-T3-5 is a derivative mutant of the Jurkat subclone Jurkat-Clone-E61 that lacks the beta chain of the T cell antigen receptor (ATCC).
A3 is a wild-type A3 subclone of Jurkat generated through treatment with Fas Antibody and is very sensitive to Fas-mediated apoptosis (ATCC).
I-9-2 and I-2-1 are subclones of A3 generated by treating A3 clone with ICR-191 (frameshifting mutagen) in the presence of Fas Antibody for 3-5 weeks (ATCC).
I-9-2 has a mutation in the cysteine protease caspase-8/FLICE (ATCC).
I-2-1 has amutation in the adaptor FADD (ATCC).
Jurkat-Clone-E61 is a clone of Jurkat-FHCRC which is itself a derivative of the Jurkat cell line (ATCC).
JKT-beta-del is a derivative of Jurkat isolated by cell sorting and lacks the surface expression of the T-cell receptor alpha/beta/CD3 complex. (JCRB)"	"ATCC:TIB-153"	"COSMIC907391,,CVCL_1316"	
	"SIDM01429"	"CII"	"Cell Line"	"Semi-Adherent"			"Epstein-Barr virus (EBV) immortalized. CI formerly thought of as a B-lymphoblastoid sister of CII is now deemed a subclone of CII. (DSMZ)"	"DSMZ:ACC 773"	"ACH-001485,CVCL_0D73,CCLE_Name:CII_HAEMATOPOIETIC_AND_LYMPHOID"	
	"SIDM01030"	"KYSE-180"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-379"	"COSMIC907318,ACH-000693,CVCL_1349,CCLE_Name:KYSE180_OESOPHAGUS"	
	"SIDM01362"	"MM383"	"Cell Line"	"Adherent"			" "	"CellBank Australia:CBA-1350"	"ACH-001567,CVCL_2606,CCLE_Name:MM383_SKIN"	
	"SIDM01491"	"CL-14"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC 504"	"ACH-000342,CVCL_1979,CCLE_Name:CL14_LARGE_INTESTINE"	
	"SIDM01137"	"PANC-04-03"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-2555"	"COSMIC1298476,ACH-000235,CVCL_1636,CCLE_Name:PANC0403_PANCREAS"	
	"SIDM01067"	"HCC-827"	"Cell Line"	"Adherent"			" HCC-827-GR5 is a Gefitinib resistant clone of HCC-827. (10.1126/science.1141478)."	"DSMZ:ACC-566"	"COSMIC1240146,ACH-000012,CVCL_2063,CCLE_Name:HCC827_LUNG"	
	"SIDM01211"	"A2780ADR"	"Cell Line"	"Adherent"	"SIDM00210"	"SIDS00590"	" A2780cis is a cisplatin resistant subclone of A2780.
A2780ADR is an adriamycin resistant subclone of A2780 (ECACC)."	"ECACC:93112520"	"CVCL_1941"	
	"SIDM01878"	"MZ1-B"	"Cell Line"	"Unknown"			" MZ1-B is a transformed lymphoblastoid line derived from the same patient as MZ1-PC (Cellosaurus)."		"ACH-002360,,CCLE_Name:MZ1B_MATCHED_NORMAL_TISSUE"	
	"SIDM00538"	"ESO51"	"Cell Line"	"Suspension"			" "	"ECACC:11012010"	"COSMIC1503367,ACH-001497,CVCL_2036,CCLE_Name:ESO51_OESOPHAGUS"	
	"SIDM00367"	"SBC-3"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0818"	"COSMIC753610,ACH-002197,CVCL_1678,CCLE_Name:SBC3_LUNG"	3012965
	"SIDM01732"	"J82-EBV"	"Cell Line"	"Suspension"			"https://www.nature.com/articles/301429a0.pdf J82-EBV was derived from the same patient as J82."		"ACH-002379,,CCLE_Name:J82_MATCHED_NORMAL_TISSUE"	
	"SIDM00918"	"Caov-4"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-76"	"COSMIC949090,ACH-000103,CVCL_0202,CCLE_Name:CAOV4_OVARY"	
	"SIDM00899"	"AsPC-1"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-1682"	"COSMIC910702,ACH-000222,CVCL_0152,CCLE_Name:ASPC1_PANCREAS"	
	"SIDM01203"	"NTERA-2-cl-D1"	"Cell Line"	"Adherent"	"SIDM01142"	"SIDS00330"	" NTERA-2 was established in 1980 from a nude mouse xenograft of the Tera 2 cell line. 
NTERA-2-cl-D1 is a sub-clone of NTERA-2 (ATCC)."	"ATCC:CRL-1973"	"COSMIC908454,ACH-002291,CVCL_3407,CCLE_Name:NTERA2CLD1_TESTIS"	
	"SIDM00374"	"SLVL"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0159"	"COSMIC1331032,ACH-002062,CVCL_3169,CCLE_Name:SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01741"	"Hs-934-T"	"Cell Line"	"Unknown"			" Hs-934-T and HS-935-T were both derived from the same patient (Cellosaurus)."		"ACH-000194,,CCLE_Name:HS934T_FIBROBLAST"	
	"SIDM01005"	"KASUMI-1"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-220"	"COSMIC907275,ACH-000263,CVCL_0589,CCLE_Name:KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00359"	"RCM-1"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0256"	"COSMIC909263,ACH-000565,CVCL_1648,CCLE_Name:RCM1_LARGE_INTESTINE"	
	"SIDM00725"	"NCI-BL2347"	"Cell Line"	"Suspension"			" NCI-BL2347 is a lymphoblastoid line from the same patient as NCI-H2347 (ATCC)."	"ATCC:CRL-5970"	"CVCL_2656"	
	"SIDM01559"	"Hs-852-T"	"Cell Line"	"Adherent"			" "	"ATCC:CRL-7585"	"ACH-000274,CVCL_0950,CCLE_Name:HS852T_SKIN"	
	"SIDM01457"	"TTC-549"	"Cell Line"	"Unknown"			" "		"ACH-001211,CVCL_8005,CCLE_Name:TTC549_SOFT_TISSUE"	
	"SIDM00886"	"DB"	"Cell Line"	"Suspension"			" "	"ATCC:CRL-2289"	"COSMIC906832,ACH-000334,CVCL_1168,CCLE_Name:DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00707"	"NCI-BL2087"	"Cell Line"	"Suspension"			" NCI-BL2087 is a lymphoblastoid line from the same patient as NCI-H2087 (ATCC)."	"ATCC:CRL-5965"	"ACH-002368,CVCL_2648,CCLE_Name:NCIBL2087_MATCHED_NORMAL_TISSUE"	
	"SIDM00390"	"SU-DHL-1"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-356"	"COSMIC909742,ACH-000664,CVCL_0538,CCLE_Name:SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00852"	"H4"	"Cell Line"	"Adherent"			" "	"ATCC:HTB-148"	"COSMIC907042,ACH-000389,CVCL_1239,CCLE_Name:H4_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM00986"	"BHY"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-404"	"COSMIC753535,ACH-000548,CVCL_1086,CCLE_Name:BHY_UPPER_AERODIGESTIVE_TRACT"	
	"SIDM01046"	"EM-3"	"Cell Line"	"Suspension"			" EM-2 and EM-3 were derived from the same patient.
EM-2 was established +28 days after bone marrow transplantation.
EM-3 was established +47 days  after bone marrow transplantation (DSMZ)."	"DSMZ:ACC-134"	"CVCL_2033"	
	"SIDM00265"	"ES3"	"Cell Line"	"Unknown"			" "		"COSMIC684055,ACH-002104,CVCL_1199,CCLE_Name:ES3_BONE"	
	"SIDM00122"	"BT-549"	"Cell Line"	"Adherent"			" "	"NCI:BT-549"	"COSMIC905951,ACH-000288,CVCL_1858,CCLE_Name:BT549_BREAST"	
	"SIDM00008"	"MCAS"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB0240"	"COSMIC1240171,ACH-000796,CVCL_3020,CCLE_Name:MCAS_OVARY"	
	"SIDM00781"	"SNU-C2B"	"Cell Line"	"Semi-Adherent"			" SNU-C2A and SNU-C2B were both derived from the same nude mouse xenograft. SNU-C2A was derived at the third passage while SNU-C2B was derived at the fourth passage (ATCC)."	"ATCC:CCL-250"	"COSMIC909740,ACH-001199,CVCL_1710,CCLE_Name:SNUC2B_LARGE_INTESTINE"	
	"SIDM00870"	"HCC202"	"Cell Line"	"Semi-Adherent"			" "	"ATCC:CRL-2316"	"COSMIC1290906,ACH-000725,CVCL_2062,CCLE_Name:HCC202_BREAST"	
	"SIDM01904"	"VMRC-LCP"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB0103"	"ACH-001234,,CCLE_Name:VMRCLCP_LUNG"	
	"SIDM01332"	"RERF-LC-AD2"	"Cell Line"	"Adherent"			" "	"JCRB:JCRB1021"	"ACH-000774,CVCL_1652,CCLE_Name:RERFLCAD2_LUNG"	
	"SIDM01472"	"Li-7"	"Cell Line"	"Adherent"			" "	"RIKEN:RCB1941 "	"ACH-000471,CVCL_3840,CCLE_Name:LI7_LIVER"	
	"SIDM01745"	"Hs-888-Lu"	"Cell Line"	"Adherent"			" Hs-888-Lu and Hs-888-Sk were derived using normal tissue from the same patient as the metastatically derived tumour cell line Hs-888-T (ATCC)."	"ATCC:CRL-7624"		
	"SIDM01259"	"GR-ST"	"Cell Line"	"Suspension"	"SIDM01238"	"SIDS00667"	" ST is a subclone of Tanoue.
GR-ST is a subclone of ST cells transformed with human G-CSF receptor cDNA (JCRB)."	"RIKEN:RCB1182"	"COSMIC906877,ACH-002238,CVCL_1236,CCLE_Name:GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01693"	"MHH-CALL-3"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-339"	"ACH-000032,,CCLE_Name:MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01473"	"KMS-34"	"Cell Line"	"Unknown"			" "	"JCRB:JCRB1195"	"ACH-000541,CVCL_2996,CCLE_Name:KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01841"	"OCI-M2"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC-619"	"ACH-001618,,CCLE_Name:OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00395"	"SIMA"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-164"	"COSMIC753620,ACH-000099,CVCL_1695,CCLE_Name:SIMA_AUTONOMIC_GANGLIA"	
	"SIDM01193"	"U-118-MG"	"Cell Line"	"Adherent"			" U-118-MG and U-138-MG have identical VNTR, similar STR patterns and are very similar cytogenetically sharing at least six derivative marker chromosomes. (ATCC). 
1321N1 is a subclone of 1181N1 which itself is a subclone of U-118 MG  (ECACC)."	"ATCC:HTB-15"	"COSMIC687588,ACH-000040,CVCL_0633,CCLE_Name:U118MG_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM01601"	"HCC2429"	"Cell Line"	"Unknown"			" "		"ACH-000143,CVCL_5132,CCLE_Name:HCC2429_LUNG"	
	"SIDM01334"	"RH-3"	"Cell Line"	"Unknown"			" RH-28 and RH-3 were both derived from the same tumour. (PMID: 9530337)."		"CVCL_L415"	23882450
	"SIDM01528"	"59M"	"Cell Line"	"Adherent"			" "	"ECACC:89081802"	"ACH-000520,CVCL_2291,CCLE_Name:59M_OVARY"	
	"SIDM00158"	"SNU-201"	"Cell Line"	"Unknown"			" "	"KCLB:00201"	"ACH-000623,CVCL_5033,CCLE_Name:SNU201_CENTRAL_NERVOUS_SYSTEM"	11776963
	"SIDM00001"	"MEC-1"	"Cell Line"	"Unknown"			" MEC-1 and MEC-2 were both established from the same patient (PMID: 10071128)."	"DSMZ:ACC-497"	"COSMIC1330943,ACH-000405,CVCL_1870,CCLE_Name:MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	10071128
	"SIDM00934"	"CAPAN-1"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-244"	"COSMIC753624,ACH-000354,CVCL_0237,CCLE_Name:CAPAN1_PANCREAS"	
	"SIDM01047"	"EM-2"	"Cell Line"	"Suspension"			" EM-2 and EM-3 were derived from the same patient.
EM-2 was established +28 days after bone marrow transplantation.
EM-3 was established +47 days  after bone marrow transplantation (DSMZ)."	"DSMZ:ACC-135"	"COSMIC906855,ACH-000295,CVCL_1196,CCLE_Name:EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01134"	"NCI-H841"	"Cell Line"	"Semi-Adherent"			" "	"ATCC:CRL-5845"	"COSMIC1240192,ACH-000292,CVCL_1595,CCLE_Name:NCIH841_LUNG"	
	"SIDM00144"	"NCI-H460"	"Cell Line"	"Adherent"			" "	"NCI:NCI-H460"	"COSMIC905943,ACH-000463,CVCL_0459,CCLE_Name:NCIH460_LUNG"	
	"SIDM01296"	"HCM-SANG-0303-C15"	"Organoid"	"Unknown"			" "			
	"SIDM01581"	"Ki-JK"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC 695"	"ACH-000773,CVCL_2093,CCLE_Name:KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01037"	"JIMT-1"	"Cell Line"	"Adherent"			" "	"DSMZ:ACC-589"	"COSMIC1298157,ACH-000711,CVCL_2077,CCLE_Name:JIMT1_BREAST"	
	"SIDM01422"	"SUM-52PE"	"Cell Line"	"Adherent"			" "	"BioIVT:SUM-52PE"	"ACH-001396,CVCL_3425,CCLE_Name:SUM52PE_BREAST"	8631031
	"SIDM01576"	"KMS-18"	"Cell Line"	"Unknown"			" "		"ACH-000658,CVCL_A637,CCLE_Name:KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM00659"	"M059J"	"Cell Line"	"Adherent"			" M059K and M059J cells concurrently from the same tumor specimen from a 33 year old male patient with untreated glioblastoma (ATCC)."	"ATCC:CRL-2366"	"COSMIC949094,ACH-001118,CVCL_0400,CCLE_Name:M059J_CENTRAL_NERVOUS_SYSTEM"	
	"SIDM00537"	"GP5d"	"Cell Line"	"Adherent"			" GP5d has been established from the same adenocarcinoma as GP2d (ECACC)."	"ECACC:95090715"	"COSMIC907291,ACH-001345,CVCL_1235,CCLE_Name:GP5D_LARGE_INTESTINE"	
	"SIDM01868"	"MTA"	"Cell Line"	"Suspension"			" "	"JCRB:IFO-50513"	"ACH-001132,,CCLE_Name:MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	10222657
	"SIDM01621"	"HNT-34"	"Cell Line"	"Suspension"			" "	"DSMZ:ACC 600"	"ACH-000299,CVCL_2071,CCLE_Name:HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	
	"SIDM01310"	"HCM-SANG-0299-C15"	"Organoid"	"Unknown"			" "			
	"SIDM01442"	"SNU-738"	"Cell Line"	"Adherent"			" "	"KCLB:00738"	"ACH-000807,CVCL_5087,CCLE_Name:SNU738_CENTRAL_NERVOUS_SYSTEM"	11776963
