NCIT	treatment_name	description	treatment_type	drug_name	NCIT_label
http://purl.obolibrary.org/obo/NCIT_C82387	Hsp90 Inhibitor HSP990	"An orally bioavailable inhibitor of human heat-shock protein 90 (Hsp90) with potential antineoplastic activity. Hsp90 inhibitor Hsp990 binds to and inhibits the activity of Hsp90, which may result in the proteasomal degradation of oncogenic client proteins, including HER2/ERBB2, and the inhibition of tumor cell proliferation. Hsp90, upregulated in a variety of tumor cells, is a molecular chaperone that plays a key role in the conformational maturation, stability and function of oncogenic signaling proteins, such as HER2/ERBB2, AKT, RAF1, BCR-ABL, and mutated p53, as well as many other molecules that are important in cell cycle regulation and/or immune responses."	Targeted therapy	Hsp90 Inhibitor HSP990	HSP990
http://purl.obolibrary.org/obo/NCIT_C15445	Hormone Therapy	Various treatment modalities that produce the desired therapeutic effect by means of change of hormone/hormones level.	Hormone therapy	Hormone Therapy	Hormone Therapy
http://purl.obolibrary.org/obo/NCIT_C172190	Hsp90-targeted Photosensitizer HS-201	"A conjugate consisting of a heat shock protein 90 (Hsp90) inhibitor connected via a linker to verteporfin, a photosensitizing agent, with potential imaging, photodynamic and antineoplastic activities. Upon administration, the Hsp90 inhibitor moiety of HS-201 selectively binds to the Hsp90 ATP binding domain in tumor cells and HS-201 accumulates in tumor cells. The verteporfin moiety of HS-201 allows for visualization and photodynamic therapy of the tumors. Hsp90, a chaperone protein upregulated in a variety of tumor cells, regulates the folding, stability and degradation of many oncogenic signaling proteins. Verteporfin is a synthetic photosensitizer with photodynamic activity."	Targeted therapy	Hsp90-targeted Photosensitizer HS-201	Hsp90-targeted Photosensitizer HS-201
http://purl.obolibrary.org/obo/NCIT_C171343	IDO/TDO Inhibitor LY-01013	"An orally bioavailable, small-molecule inhibitor of indoleamine 2,3-dioxygenase 1 (IDO1; IDO-1) and the kynurenine-producing hepatic enzyme tryptophan 2,3-dioxygenase (TDO), with potential immunomodulating and antineoplastic activities. Upon administration, IDO1/TDO inhibitor LY-01013 specifically targets and binds to both IDO1, a cytosolic enzyme responsible for the oxidation of the amino acid tryptophan into the immunosuppressive metabolite kynurenine, and TDO, a hepatic enzyme catalyzing the first step of tryptophan degradation. By inhibiting IDO1 and TDO, LY-01013 decreases kynurenine levels in tumor cells, restores tryptophan and promotes the proliferation and activation of various immune cells, including dendritic cells (DCs), natural killer (NK) cells and T-lymphocytes. This reduces the number of tumor-associated regulatory T-cells (Tregs) and activates the immune system to induce a cytotoxic T-lymphocyte (CTL) response against the IDO1/TDO-expressing tumor cells, thereby inhibiting the growth of the tumor cells. IDO1 and TDO, both overexpressed by multiple tumor cell types, play important roles in immunosuppression and the promotion of tumor cell survival and proliferation. Tryptophan depletion inhibits T-lymphocyte proliferation and activation, and subsequently suppresses the immune system."	Targeted therapy	IDO/TDO Inhibitor LY-01013	IDO/TDO Inhibitor LY-01013
http://purl.obolibrary.org/obo/NCIT_C90564	Capmatinib	"An orally bioavailable inhibitor of the proto-oncogene c-Met (also known as hepatocyte growth factor receptor (HGFR)) with potential antineoplastic activity. Capmatinib selectively binds to c-Met, thereby inhibiting c-Met phosphorylation and disrupting c-Met signal transduction pathways. This may induce cell death in tumor cells overexpressing c-Met protein or expressing constitutively activated c-Met protein. c-Met, a receptor tyrosine kinase overexpressed or mutated in many tumor cell types, plays key roles in tumor cell proliferation, survival, invasion, metastasis, and tumor angiogenesis."	Targeted therapy	Capmatinib	INC280
http://purl.obolibrary.org/obo/NCIT_C77888	Ruxolitinib	"An orally bioavailable Janus-associated kinase (JAK) inhibitor with potential antineoplastic and immunomodulating activities. Ruxolitinib specifically binds to and inhibits protein tyrosine kinases JAK 1 and 2, which may lead to a reduction in inflammation and an inhibition of cellular proliferation. The JAK-STAT (signal transducer and activator of transcription) pathway plays a key role in the signaling of many cytokines and growth factors and is involved in cellular proliferation, growth, hematopoiesis, and the immune response; JAK kinases may be upregulated in inflammatory diseases, myeloproliferative disorders, and various malignancies."	Targeted therapy	Ruxolitinib	INC424
http://purl.obolibrary.org/obo/NCIT_C65874	Ibandronic Acid	"A third-generation amino-bisphosphonate with anti-resorptive and anti-hypercalcemic activities. Ibandronic acid binds to and adsorbs onto the surface of hydroxyapatite crystals in the bone matrix, thereby preventing osteoclast resorption. This agent also inhibits farnesyl pyrophosphate synthase, an enzyme involved in the mevalonate pathway. Inhibition of this enzyme prevents the formation of isoprenoids, thereby leading to a reduction in the farnesylation and geranylgeranylation of signaling proteins of G protein-coupled signaling, and, eventually, inducing apoptosis of osteoclasts. By inhibiting osteoclast-mediated bone resorption, ibandronic acid increases bone mineral density, decreases bone remodeling and turnover, as well as reduces bone pain."	Chemotherapy	Ibandronic Acid	Ibandronic Acid
http://purl.obolibrary.org/obo/NCIT_C81934	Ibrutinib	"An orally bioavailable, small-molecule inhibitor of Bruton's tyrosine kinase (BTK) with potential antineoplastic activity. Upon oral administration, ibrutinib binds to and irreversibly inhibits BTK activity, thereby preventing both B-cell activation and B-cell-mediated signaling. This leads to an inhibition of the growth of malignant B cells that overexpress BTK. BTK, a member of the src-related BTK/Tec family of cytoplasmic tyrosine kinases, is required for B cell receptor signaling, plays a key role in B-cell maturation, and is overexpressed in a number of B-cell malignancies. The expression of BTK in tumor cells is also associated with increased proliferation and survival."	Targeted therapy	Ibrutinib	Ibrutinib
http://purl.obolibrary.org/obo/NCIT_C564	Ifosfamide	"A synthetic analogue of the nitrogen mustard cyclophosphamide with antineoplastic activity. Ifosfamide alkylates and forms DNA crosslinks, thereby preventing DNA strand separation and DNA replication.  This agent is a prodrug that must be activated through hydroxylation by hepatic microsomal enzymes. (NCI04)"	Chemotherapy	Ifosfamide	Ifosfamide
http://purl.obolibrary.org/obo/NCIT_C1687	Imatinib Mesylate	"The mesylate salt of imatinib, a tyrosine kinase inhibitor with antineoplastic activity. Imatinib binds to an intracellular pocket located within tyrosine kinases (TK), thereby inhibiting ATP binding and preventing phosphorylation and the subsequent activation of growth receptors and their downstream signal transduction pathways. This agent inhibits TK encoded by the bcr-abl oncogene as well as receptor TKs encoded by the c-kit and platelet-derived growth factor receptor (PDGFR) oncogenes. Inhibition of the bcr-abl TK results in decreased proliferation and enhanced apoptosis in malignant cells of Philadelphia-positive (Ph+) hematological malignancies such as CML and ALL; effects on c-kit TK activity inhibit mast-cell and cellular proliferation in those diseases overexpressing c-kit, such as mastocytosis and gastrointestinal stromal tumor (GIST)."	Targeted therapy	Imatinib Mesylate	Imatinib Mesylate
http://purl.obolibrary.org/obo/NCIT_C15262	Immunotherapy	Therapy designed to induce changes in a patient's immune status in order to treat disease.	Immunotherapy	Immunotherapy	Immunotherapy
http://purl.obolibrary.org/obo/NCIT_C95905	Indimitecan		Chemotherapy	Indimitecan	Indimitecan
http://purl.obolibrary.org/obo/NCIT_C95907	Indotecan		Chemotherapy	Indotecan	Indotecan
http://purl.obolibrary.org/obo/NCIT_C20493	Interferon	"Human interferons have been classified into 3 groups: alpha, beta, and gamma. Both alpha- and beta-IFNs, previously designated type I, are acid-stable, but they differ immunologically and in regard to some biologic and physiochemical properties. The IFNs produced by virus-stimulated leukocytes (leukocyte IFNs) are predominantly of the alpha type. Those produced by lymphoblastoid cells are about 90% alpha and 10% beta. Induced fibroblasts produce mainly or exclusively the beta type. The alpha- and beta-IFNs differ widely in amino acid sequence. The gamma or immune IFNs, which are produced by T lymphocytes in response to mitogens or to antigens to which they are sensitized, are acid-labile and serologically distinct from alpha- and beta-IFNs. (from OMIM 147570)"	Immunotherapy	Interferon	Interferon
http://purl.obolibrary.org/obo/NCIT_C2220	Interferon Alfa-N1	"A highly purified alpha interferon produced by a human lymphoid cell line.  Interferon alpha-n1 consists of multiple alpha interferon subtypes, at least two of which are glycosylated.  In contrast, recombinant alpha interferons are individual non-glycosylated proteins produced from individual alpha interferon genes.  Alpha interferons bind to specific cell-surface receptors, resulting in the transcription and translation of genes whose proteins have antiviral, antiproliferative, anticancer, and immune-modulating effects. (NCI04)"	Immunotherapy	Interferon Alfa-N1	Interferon Alfa-N1
http://purl.obolibrary.org/obo/NCIT_C20494	Interferon Alpha	A class of interferon (leukocyte interferon) produced predominantly by B lymphocytes.  Located in a cluster on 9p22 there are at least 13 functional genes and 1 pseudogene.	Immunotherapy	Interferon Alpha	Interferon Alpha
http://purl.obolibrary.org/obo/NCIT_C20507	Interleukin-2	"Interleukin-2 (153 aa, ~18 kDa) is encoded by the human IL2 gene. This protein is involved in T-cell proliferation, leukocyte stimulation and immune responses."	Immunotherapy	Interleukin-2	Interleukin-2
http://purl.obolibrary.org/obo/NCIT_C2654	Ipilimumab	"A recombinant human immunoglobulin (Ig) G1 monoclonal antibody directed against the human T-cell receptor cytotoxic T-lymphocyte-associated antigen 4 (CTLA4), with immune checkpoint inhibitory and antineoplastic activities. Ipilimumab binds to CTLA4 expressed on T-cells and inhibits the CTLA4-mediated downregulation of T-cell activation. This leads to a cytotoxic T-lymphocyte (CTL)-mediated immune response against cancer cells. CTLA4, an inhibitory receptor and member of the immunoglobulin superfamily, plays a key role in the downregulation of the immune system."	Targeted therapy	Ipilimumab	Ipilimumab
http://purl.obolibrary.org/obo/NCIT_C62040	Irinotecan	"A semisynthetic derivative of camptothecin, a cytotoxic, quinoline-based alkaloid extracted from the Asian tree Camptotheca acuminata.  Irinotecan, a prodrug, is converted to a biologically active metabolite 7-ethyl-10-hydroxy-camptothecin (SN-38) by a carboxylesterase-converting enzyme.  One thousand-fold more potent than its parent compound irinotecan, SN-38 inhibits topoisomerase I activity by stabilizing the cleavable complex between topoisomerase I and DNA, resulting in DNA breaks that inhibit DNA replication and trigger apoptotic cell death.  Because ongoing DNA synthesis is necessary for irinotecan to exert its cytotoxic effects, it is classified as an S-phase-specific agent."	Chemotherapy	Irinotecan	Irinotecan
