model_id,passage_range,treatment_name,treatment_type,treatment_dose,administration_route,treatment_schedule,treatment_length,treatment_response,response_classification,platform_id,provider
NIBRX-2846,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2239,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3224,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1855,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1290,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1443,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5578,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5446,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4087,,BYL719,treatment,50 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-2538,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2573,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1156,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1172,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1499,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2082,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1586,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1834,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1993,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2042,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1323,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3237,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2017,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1787,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3843,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1934,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1980,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2088,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1442,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1725,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1835,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1658,,BYL719,treatment,50 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-1823,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1870,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3029,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4819,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1683,,BYL719,treatment,50 mg/kg,oral,daily,,partial response,,drugdosing,DFCI-CPDM
NIBRX-5205,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1289,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1362,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2026,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2339,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2470,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3268,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2428,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4226,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2081,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3052,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3800,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3816,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3846,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3990,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4015,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3038,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3028,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1199,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2043,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2564,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2684,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2997,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4215,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4316,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4676,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1948,,BYL719,treatment,50 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3898,,BYL719,treatment,50 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-4378,,BYL719,treatment,50 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-4649,,BYL719,treatment,50 mg/kg,oral,daily,,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3947,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4018,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4377,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-4927,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2283,,BYL719,treatment,50 mg/kg,oral,daily,,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3792,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1270,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1167,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2659,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2822,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3205,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5405,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5438,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1027,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-0933,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1303,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2374,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1119,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,stable disease,,drugdosing,DFCI-CPDM
NIBRX-1536,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3093,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,stable disease,,drugdosing,DFCI-CPDM
NIBRX-1538,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,stable disease,,drugdosing,DFCI-CPDM
NIBRX-2483,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,stable disease,,drugdosing,DFCI-CPDM
NIBRX-2861,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,stable disease,,drugdosing,DFCI-CPDM
NIBRX-2403,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1173,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1500,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1329,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3267,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,partial response,,drugdosing,DFCI-CPDM
NIBRX-1055,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,partial response,,drugdosing,DFCI-CPDM
NIBRX-2145,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,partial response,,drugdosing,DFCI-CPDM
NIBRX-1441,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,partial response,,drugdosing,DFCI-CPDM
NIBRX-5494,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,partial response,,drugdosing,DFCI-CPDM
NIBRX-5495,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,partial response,,drugdosing,DFCI-CPDM
NIBRX-5254,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2182,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2484,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1479,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2846,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,partial response,,drugdosing,DFCI-CPDM
NIBRX-2239,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,stable disease,,drugdosing,DFCI-CPDM
NIBRX-3224,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5578,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5446,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1290,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1855,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1443,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,partial response,,drugdosing,DFCI-CPDM
NIBRX-4087,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2538,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2573,,BYL719 + binimetinib,treatment,"25, 10 mg/kg","oral, intraperitoneal","daily, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3792,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-0933,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1119,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1173,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1270,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3093,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3267,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2822,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1441,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2403,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5405,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5438,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1027,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1167,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1303,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2145,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2374,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2483,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2659,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2861,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3205,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1329,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1536,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,stable disease,,drugdosing,DFCI-CPDM
NIBRX-5495,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,stable disease,,drugdosing,DFCI-CPDM
NIBRX-1055,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,partial response,,drugdosing,DFCI-CPDM
NIBRX-5254,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1500,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,complete response,,drugdosing,DFCI-CPDM
NIBRX-2182,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2484,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1479,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2846,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,complete response,,drugdosing,DFCI-CPDM
NIBRX-2239,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3224,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,stable disease,,drugdosing,DFCI-CPDM
NIBRX-5446,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1290,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1855,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-5578,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1443,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,partial response,,drugdosing,DFCI-CPDM
NIBRX-4087,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2538,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2573,,BYL719 + cetuximab,treatment,"25, 20 mg/kg","oral, intraperitoneal","daily, every two weeks",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3792,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1119,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1173,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1270,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1536,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3267,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1167,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1441,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-3093,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1027,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-1303,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2374,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2659,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
NIBRX-2822,,BYL719 + cetuximab + encorafenib,treatment,"25, 20, 20 mg/kg","oral, intraperitoneal, oral","daily, every two weeks, twice per day",,progressive disease,,drugdosing,DFCI-CPDM
