Field	model_id	name	type	growth_properties	parent_id	origin_patient_sample_id	comments	supplier	external_ids	publications
	SIDM00583	KP-1N	Cell Line	Adherent			 KP-1N has been shown to be a derivative of PANC-1.  KP-1NL is a subline of KP-1N (ICLAC).	JCRB:JCRB0177.0	COSMIC1298216,ACH-001107,CVCL_3002,CCLE_Name:KP1N_PANCREAS	
	SIDM01246	MC-IXC	Cell Line	Adherent	SIDM00634	SIDS00193	 MC-IXC is a twice cloned subline of the neuroepithelioma cell line SK-N-MC (ATCC).	ATCC:CRL-2270	COSMIC908118,ACH-002160,CVCL_1398,CCLE_Name:MCIXC_BONE	
	SIDM00786	HCT-8	Cell Line	Adherent			 DLD-1, HCT-15, HCT-8 and HRT-18 have been shown to have a common genetic origin (ECACC & PMID: 9809040).	ECACC:90032006	COSMIC998180,ACH-001084,CVCL_2478,CCLE_Name:HCT8_LARGE_INTESTINE	
	SIDM01437	SNU-8	Cell Line	Adherent			 	KCLB:00008	ACH-000460,CVCL_5096,CCLE_Name:SNU8_OVARY	9299249.0
	SIDM00037	Ishikawa(Heraklio)02ER-	Cell Line	Unknown			 Ishikawa and Ishikawa(Heraklio)02ER- were derived from the same patient.	ECACC:98032302	COSMIC1240156,ACH-000961,CVCL_6543	
	SIDM00882	HCC1419	Cell Line	Adherent			 	ATCC:CRL-2326	COSMIC907045,ACH-000277,CVCL_1251,CCLE_Name:HCC1419_BREAST	
	SIDM00078	BICR31	Cell Line	Adherent			 	ECACC:04072107	COSMIC1290725,ACH-000228,CVCL_2312,CCLE_Name:BICR31_UPPER_AERODIGESTIVE_TRACT	
	SIDM00574	no-10	Cell Line	Adherent			 	JCRB:IFO50368	COSMIC908452,ACH-001605,CVCL_3075,CCLE_Name:NO10_CENTRAL_NERVOUS_SYSTEM	
	SIDM00330	LAN-6	Cell Line	Semi-Adherent			 	DSMZ:ACC-674	COSMIC949170,ACH-001355,CVCL_1363,CCLE_Name:LAN6_AUTONOMIC_GANGLIA	
	SIDM00640	MSTO-211H	Cell Line	Adherent			 	ATCC:CRL-2081	COSMIC908152,ACH-000335,CVCL_1430,CCLE_Name:MSTO211H_PLEURA	
	SIDM01810	H357	Cell Line	Adherent			 	ECACC:06092004	ACH-001509,,CCLE_Name:H357_UPPER_AERODIGESTIVE_TRACT	
	SIDM01107	SK-MEL-1	Cell Line	Suspension			 	ATCC:HTB-67	COSMIC909723,ACH-000465,CVCL_0068,CCLE_Name:SKMEL1_SKIN	
	SIDM00489	Ca9-22	Cell Line	Adherent			 	JCRB:JCRB0625	COSMIC753538,ACH-002043,CVCL_1102,CCLE_Name:CA922_UPPER_AERODIGESTIVE_TRACT	
	SIDM01820	HCC1588	Cell Line	Adherent			 	KCLB:71588	ACH-001078,,CCLE_Name:HCC1588_LUNG	10353731.0
	SIDM00557	KP-N-RT-BM-1	Cell Line	Unknown			 	JCRB:IFO50432	COSMIC924189,ACH-000345,CVCL_1339,CCLE_Name:KPNRTBM1_AUTONOMIC_GANGLIA	
	SIDM00631	MDA-MB-330	Cell Line	Adherent			 	ATCC:HTB-127	COSMIC1330941,ACH-001358,CVCL_0619,CCLE_Name:MDAMB330_BREAST	
	SIDM01264	MM1R	Cell Line	Semi-Adherent	SIDM00624	SIDS00203	 MM1R is a dexamethasone resistant line derived from MM1.  MM1S is a dexamethasone sensitive line derived from MM1 (ATCC).	ATCC:CRL-2975	CVCL_8794	
	SIDM01160	SW780	Cell Line	Adherent			 	ATCC:CRL-2169	COSMIC687457,ACH-000384,CVCL_1728,CCLE_Name:SW780_URINARY_TRACT	
	SIDM00673	HCC70	Cell Line	Adherent			 	ATCC:CRL-2315	COSMIC907048,ACH-000668,CVCL_1270,CCLE_Name:HCC70_BREAST	
	SIDM00436	MOLM-14	Cell Line	Suspension			 MOLM-13 and MOLM-14 are sister cell lines, both established from the peripheral blood of the same patient (DSMZ).	DSMZ:ACC-777	ACH-001574,CVCL_7916,CCLE_Name:MOLM14_HAEMATOPOIETIC_AND_LYMPHOID	
	SIDM00796	A253	Cell Line	Adherent			 	ATCC:HTB-41	COSMIC906794,ACH-000740,CVCL_1060,CCLE_Name:A253_SALIVARY_GLAND	
	SIDM01710	HLF-a	Cell Line	Adherent			 	ATCC:CCL-199	ACH-000797,,CCLE_Name:HLFA_FIBROBLAST	
	SIDM01875	Onda-9	Cell Line	Adherent			 Onda-9R was established from a recurrence of a glioblastoma which had previously been sampled and used to derive Onda-9.  Onda-9R-B12 is a clonal cell line derived from Onda-9R (JCRB).	JCRB:JCRB1576	ACH-001624,,CCLE_Name:ONDA9_CENTRAL_NERVOUS_SYSTEM	3188836.0
	SIDM01133	NCI-H835	Cell Line	Suspension			 	ATCC:CRL-5843	COSMIC753607,ACH-002177,CVCL_1593,CCLE_Name:NCIH835_LUNG	
	SIDM00693	J82	Cell Line	Adherent			 J82-EBV was derived from the same patient as J82.	ATCC:HTB-1	COSMIC753566,ACH-000396,CVCL_0359,CCLE_Name:J82_URINARY_TRACT	
	SIDM01202	RT112-84	Cell Line	Adherent	SIDM00402	SIDS01150	 RT112-84 and RT-112 share common ancestry (DSMZ, ECACC).	ECACC:85061106	ACH-001183,CVCL_2714,CCLE_Name:RT11284_URINARY_TRACT	
	SIDM00396	SIG-M5	Cell Line	Suspension			 	DSMZ:ACC-468	COSMIC909715,ACH-000112,CVCL_1694,CCLE_Name:SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01316	RD-ES	Cell Line	Adherent			 	ATCC:HTB-166	ACH-000041,CVCL_2169,CCLE_Name:RDES_BONE	
	SIDM01870	COLO-849	Cell Line	Adherent			 	DSMZ:ACC-216	ACH-001045,,CCLE_Name:COLO849_SKIN	8402545.0
	SIDM01537	CHLA-266	Cell Line	Semi-Adherent			 	Childhood Cancer Repository:CHLA-266	ACH-001031,CVCL_M149,CCLE_Name:CHLA266_SOFT_TISSUE	
	SIDM00694	HuTu-80	Cell Line	Adherent			 AZ-521 was originally reported as a human gastric cancer cell line. However, the STR DNA analysis pattern of AZ-521 is identical to the HuTu-80 cell line which was derived from a human duodenum carcinoma (JCRB).	ATCC:HTB-40	COSMIC907073,ACH-000538,CVCL_1301,CCLE_Name:HUTU80_SMALL_INTESTINE	
	SIDM00493	NCI-H292	Cell Line	Adherent			 	ECACC:91091815	COSMIC753604,ACH-001075,CVCL_0455,CCLE_Name:NCIH292_LUNG	
	SIDM00749	NCI-H1573	Cell Line	Adherent			 	ATCC:CRL-5877	COSMIC908472,ACH-000916,CVCL_1478,CCLE_Name:NCIH1573_LUNG	
	SIDM01110	SK-HEP-1	Cell Line	Adherent			 	ATCC:HTB-52	COSMIC909719,ACH-000361,CVCL_0525,CCLE_Name:SKHEP1_LIVER	
	SIDM00471	PEO4	Cell Line	Adherent			 PEO1 is from the same patient as the PEO4 and PEO6.  PEO4 was collected after clinical resistance developed to chemotherapy. PEO6 was collected at advanced, terminal stage disease. (ECACC)	ECACC:10032309	ACH-001632,CVCL_2690,CCLE_Name:PEO4_OVARY	
	SIDM00018	K052	Cell Line	Suspension			 	JCRB:JCRB0123	COSMIC1330932COSMIC907284,ACH-000498,CVCL_1321,CCLE_Name:KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01822	NP-2	Cell Line	Adherent			 	JCRB:JCRB1566	ACH-001608,,CCLE_Name:NP2_CENTRAL_NERVOUS_SYSTEM	
	SIDM01720	CHLA-258	Cell Line	Adherent			 	Childhood Cancer Repository:CHLA-258	ACH-001282,,CCLE_Name:CHLA258_BONE	
	SIDM00828	HT-1080	Cell Line	Adherent			 HP is a polytropic retroviral packaging cell line derived from the human fibrosarcoma cell line, HT-1080 (ATCC). HX is a xenotropic retroviral packaging cell line derived from the human fibrosarcoma cell line, HT-1080 (ATCC). PEAZ-1 has been shown to be contaminated wih HT-1080 (ICLAC). 	ATCC:CCL-121	COSMIC907064,ACH-000054,CVCL_0317,CCLE_Name:HT1080_SOFT_TISSUE	
	SIDM00163	SNU-1196	Cell Line	Adherent			 	KCLB:01196	ACH-000461,CVCL_5015,CCLE_Name:SNU1196_BILIARY_TRACT	
	SIDM00750	NCI-H1568	Cell Line	Adherent			 	ATCC:CRL-5876	COSMIC1298348,ACH-000869,CVCL_1476,CCLE_Name:NCIH1568_LUNG	
	SIDM00543	GAK	Cell Line	Adherent			 	JCRB:JCRB0180	COSMIC910932,ACH-002120,CVCL_1225,CCLE_Name:GAK_SKIN	
	SIDM01227	NAMALWA-PNT	Cell Line	Suspension	SIDM00641	SIDS00208	 MUTZ-1 has been shown to be  derivative of NAMALWA (PMID: 19344951) NAMALWA-PNT is a subline of NAMALWA which shows differential expression of immunoglobulin and MYC genes and of some cell surface antigens (DSMZ).	DSMZ:ACC-69	CVCL_1841	
	SIDM01635	GOS-3	Cell Line	Adherent	SIDM01495	SIDS01310	 U-343-MG and U-343-MGa were both derived from the same patient biopsy (PMID: 3497714). GOS-3 is a derivative of the human glioblastoma cell line U-343-MG. (DSMZ).	DSMZ:ACC 408	ACH-000027,CVCL_2050,CCLE_Name:GOS3_CENTRAL_NERVOUS_SYSTEM	
	SIDM01765	T1-73	Cell Line	Adherent			 	ATCC:CRL-7943	ACH-000529,,CCLE_Name:T173_FIBROBLAST	
	SIDM01509	DERL-2	Cell Line	Suspension			 DERL-2 and DERL-7 are derived from the same patient. (DSMZ).	DSMZ:ACC 531	ACH-001057,CVCL_2016,CCLE_Name:DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00931	CAL-62	Cell Line	Adherent			 	DSMZ:ACC-448	COSMIC906828,ACH-000174,CVCL_1112,CCLE_Name:CAL62_THYROID	
	SIDM00213	FTC-133	Cell Line	Adherent			 FTC-133, FTC-236 and FTC-238 were all derived from the same individual (ECACC).	ICLC:HTL97015	COSMIC906864,ACH-000903,CVCL_1219,CCLE_Name:FTC133_THYROID	
	SIDM00677	LS-513	Cell Line	Adherent			 	ATCC:CRL-2134	COSMIC907795,ACH-000007,CVCL_1386,CCLE_Name:LS513_LARGE_INTESTINE	
	SIDM01192	U-138-MG	Cell Line	Adherent			 U-118-MG and U-138-MG have identical VNTR, similar STR patterns and are very similar cytogenetically sharing at least six derivative marker chromosomes. (ATCC).  1321N1 is a subclone of 1181N1 which itself is a subclone of U-118 MG  (ECACC).	ATCC:HTB-16	ACH-001214,CVCL_0020,CCLE_Name:U138MG_CENTRAL_NERVOUS_SYSTEM	
	SIDM00154	NCI-H2795	Cell Line	Unknown			 	NCI-Navy Medical Oncology Branch:NCI-H2795	COSMIC1290813,ACH-002130,CVCL_U996,CCLE_Name:H2795_PLEURA	
	SIDM00472	PEO1	Cell Line	Adherent			 PEO1 is from the same patient as the PEO4 and PEO6.  PEO4 was collected after clinical resistance developed to chemotherapy. PEO6 was collected at advanced, terminal stage disease. (ECACC)	ECACC:10032308	COSMIC1480372,ACH-001630,CVCL_2686,CCLE_Name:PEO1_OVARY	
	SIDM00803	769-P	Cell Line	Adherent			 	ATCC:CRL-1933	COSMIC910922,ACH-000411,CVCL_1050,CCLE_Name:769P_KIDNEY	
	SIDM01089	RL	Cell Line	Suspension			 	ATCC:CRL-2261	COSMIC910861,ACH-000371,CVCL_1660,CCLE_Name:RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01661	KHYG-1	Cell Line	Suspension			 	DSMZ:ACC-725	ACH-001100,,CCLE_Name:KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00691	Hs-630-T	Cell Line	Adherent			 Hs-630-T has been shown to be a derivative of BeWo (PMID: 25877200, Cellosaurus). JEG-3 has the same DNA profile as BeWo; it was established by serial cloning of BeWo (ECACC & PMID: 4299001). 	ATCC:CRL-7394	CVCL_R702	
	SIDM01127	NCI-H596	Cell Line	Adherent			 	ATCC:HTB-178	COSMIC908459,ACH-000628,CVCL_1571,CCLE_Name:NCIH596_LUNG	
	SIDM00063	Hs-944-T	Cell Line	Unknown			 	ATCC:CRL-7693	COSMIC1240152,ACH-000632,CVCL_1040,CCLE_Name:HS944T_SKIN	
	SIDM01824	YSCCC	Cell Line	Adherent			 YSCCC-G10 and YSCCC-G100 are gemcitabine‐resistant cells generated by exposing the YSCCC cell line to 10nM and 100nM of gemcitabine respectively (DOI: 10.1007/s00534-011-0376-7).	RIKEN:RCB1549	ACH-001864,,CCLE_Name:YSCCC_BILIARY_TRACT	
	SIDM00430	MOLT-17	Cell Line	Suspension			 MOLT-16 and MOLT-17  are sister cell lines both established from the peripheral blood of the same patient (DSMZ).	DSMZ:ACC-36	CVCL_2125	
	SIDM00341	LOU-NH91	Cell Line	Adherent			 	DSMZ:ACC-393	COSMIC1298226,ACH-000176,CVCL_2104,CCLE_Name:LOUNH91_LUNG	
	SIDM00826	COLO-205	Cell Line	Semi-Adherent			 COLO-201, COLO-205 and COLO-206F were all established from the ascites fluid of a patient with adenocarcinoma of the colon. COLO-197 is a lymphoid line established from the original biopsy of the same patient. COLO-200 is a lymphoid line establisted from the peripheral blood of the same patient (PMID: 565251).	ECACC:87061208	COSMIC905961,ACH-001039,CVCL_0218,CCLE_Name:COLO205_LARGE_INTESTINE	565251.0
	SIDM00894	SK-N-BE-2	Cell Line	Adherent			 BE2-M17 is a subclone of SK-N-BE-2. BE2-C is a subclone of SK-N-BE-2 (ATCC).	ATCC:CRL-2271	COSMIC1331058,ACH-000312,CVCL_0528,CCLE_Name:SKNBE2_AUTONOMIC_GANGLIA	
	SIDM01409	UM-UC-1	Cell Line	Adherent			 	ECACC:06080301	ACH-000834,CVCL_2743,CCLE_Name:UMUC1_URINARY_TRACT	
	SIDM00417	U-266	Cell Line	Suspension			 	DSMZ:ACC-9	COSMIC753615,ACH-000626,CVCL_0566,CCLE_Name:U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00513	COR-L105	Cell Line	Semi-Adherent			 	ECACC:92031918	COSMIC906805,ACH-000161,CVCL_1138,CCLE_Name:CORL105_LUNG	
	SIDM00716	NCI-H2170	Cell Line	Adherent			 	ATCC:CRL-5928	COSMIC687815,ACH-000481,CVCL_1535,CCLE_Name:NCIH2170_LUNG	
	SIDM00757	NCI-H2073	Cell Line	Adherent			 NCI-H1993 and NCI-H2073 were derived from the same patient (ATCC).	ATCC:CRL-5918	COSMIC908478,ACH-000590,CVCL_1521,CCLE_Name:NCIH2073_LUNG	
	SIDM00832	SW948	Cell Line	Adherent			 	ATCC:CCL-237	COSMIC909757,ACH-000680,CVCL_0632,CCLE_Name:SW948_LARGE_INTESTINE	
	SIDM00585	HuH-7	Cell Line	Unknown			 	JCRB:JCRB0403	COSMIC907071,ACH-000480,CVCL_0336,CCLE_Name:HUH7_LIVER	
	SIDM01486	COG-E-352	Cell Line	Suspension			 	Childhood Cancer Repository:COG-E-352	ACH-001038,CVCL_M153,CCLE_Name:COGE352_BONE	
	SIDM01019	KMOE-2	Cell Line	Suspension			 	DSMZ:ACC-37	COSMIC907280,ACH-002258,CVCL_1332,CCLE_Name:KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01557	HSC-1	Cell Line	Adherent			 	JCRB:JCRB1015	ACH-001523,CVCL_2807,CCLE_Name:HSC1_SKIN	
	SIDM01689	MUTZ-5	Cell Line	Suspension			 MUTZ-6 and MUTZ-7 were derived independently, but from the same original peripheral blood cell sample as MUTZ-5. (PMID: 11516110)	DSMZ:ACC-490	ACH-000492,,CCLE_Name:MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00170	SNU-1066	Cell Line	Adherent			 	KCLB:01066	ACH-000682,CVCL_5005,CCLE_Name:SNU1066_UPPER_AERODIGESTIVE_TRACT	
	SIDM01061	HN	Cell Line	Adherent			 	DSMZ:ACC-417	COSMIC907059,ACH-001090,CVCL_1283,CCLE_Name:HN_UPPER_AERODIGESTIVE_TRACT	
	SIDM00499	22RV1	Cell Line	Adherent			Cell line was derived from a human prostate carcinoma xenograft (CWR22R) that was serially propagated in nude mice after castration-induced regression and relapse of the parental, androgen-dependent CWR22 xenograft (DSMZ). 	DSMZ:ACC-438	COSMIC924100,ACH-000956,CVCL_1045,CCLE_Name:22RV1_PROSTATE	
	SIDM00634	SK-N-MC	Cell Line	Adherent			 MC-IXC is a twice cloned subline of the neuroepithelioma cell line SK-N-MC (ATCC).	ATCC:HTB-10	COSMIC753613,ACH-000039,CVCL_0530,CCLE_Name:SKNMC_BONE	
	SIDM01352	PaCaDD-137	Cell Line	Adherent			 	DSMZ:ACC 711	ACH-001377,CVCL_1850,CCLE_Name:PACADD137_PANCREAS	21683373.0
	SIDM00260	MKN28	Cell Line	Adherent			 MKN28 has been shown to be a derivitive of MKN74 (JCRB & ICLAC).	RIKEN:RCB1000	COSMIC908139,ACH-002161,CVCL_1416,CCLE_Name:MKN28_STOMACH	
	SIDM01762	TE-14	Cell Line	Adherent			 	RIKEN:RCB2101	ACH-000726,,CCLE_Name:TE14_OESOPHAGUS	
	SIDM00286	CHP-126	Cell Line	Adherent			 	RIKEN:RCB0486	COSMIC910567,ACH-000136,CVCL_1123,CCLE_Name:CHP126_AUTONOMIC_GANGLIA	
	SIDM01190	TCCSUP	Cell Line	Adherent			 	ATCC:HTB-5	COSMIC687459,ACH-000720,CVCL_1738,CCLE_Name:TCCSUP_URINARY_TRACT	
	SIDM00688	JSC-1	Cell Line	Suspension			 	ATCC:CRL-2769	COSMIC1327769,ACH-002253,CVCL_3728,CCLE_Name:JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00477	OE33	Cell Line	Adherent			 	ECACC:96070808	COSMIC910549,ACH-000383,CVCL_0471,CCLE_Name:OE33_OESOPHAGUS	
	SIDM01065	IGR-39	Cell Line	Adherent			 IGR-37 and IGR-39 derived from the same patient. IGR-37 was established from a lymph node metastasis. IGR-39 was established from a primary (achromic) cutaneous tumor (DSMZ).	DSMZ:ACC-239	COSMIC1298148,ACH-000550,CVCL_2076,CCLE_Name:IGR39_SKIN	
	SIDM00212	CAS-1	Cell Line	Adherent			 	ICLC:HTL97009	COSMIC910943,ACH-000464,CVCL_1117,CCLE_Name:CAS1_CENTRAL_NERVOUS_SYSTEM	
	SIDM01116	NCI-H810	Cell Line	Adherent			 	ATCC:CRL-5816	COSMIC925341,ACH-000789,CVCL_1590,CCLE_Name:NCIH810_LUNG	
	SIDM00850	AGS	Cell Line	Adherent			 	ATCC:CRL-1739	COSMIC906790,ACH-000880,CVCL_0139,CCLE_Name:AGS_STOMACH	
	SIDM01077	VCaP	Cell Line	Adherent			 	ATCC:CRL-2876	COSMIC1299075,ACH-000115,CVCL_2235,CCLE_Name:VCAP_PROSTATE	
	SIDM01596	HCC4006	Cell Line	Adherent			 	ATCC:CRL-2871	ACH-000066,CVCL_1269,CCLE_Name:HCC4006_LUNG	
	SIDM01135	PANC-10-05	Cell Line	Adherent			 Panc-10-05 was derived from the same patient as the PL45 cell line (ATCC).	ATCC:CRL-2547	COSMIC925348,ACH-000060,CVCL_1639,CCLE_Name:PANC1005_PANCREAS	
	SIDM01357	Mel-202	Cell Line	Adherent			 	ECACC:13012457	ACH-001554,CVCL_C301,CCLE_Name:MEL202_EYE	
	SIDM01123	NCI-H660	Cell Line	Suspension			 	ATCC:CRL-5813	COSMIC1330975,ACH-000177,CVCL_1576,CCLE_Name:NCIH660_PROSTATE	
	SIDM01383	NMB	Cell Line	Adherent			 	DSMZ:ACC 657	ACH-001367,CVCL_2143,CCLE_Name:NMB_AUTONOMIC_GANGLIA	922665.0
	SIDM00502	A4-Fuk	Cell Line	Suspension			 	JCRB:JCRB0097	COSMIC910934,ACH-000157,CVCL_1064,CCLE_Name:A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00768	NCI-H1869	Cell Line	Adherent			 	ATCC:CRL-5900	COSMIC1240183,ACH-000894,CVCL_1500,CCLE_Name:NCIH1869_LUNG	
	SIDM01356	MM127	Cell Line	Adherent			 	ECACC:10092314	ACH-001563,CVCL_2601,CCLE_Name:MM127_SKIN	
	SIDM01556	HuNS1	Cell Line	Suspension			Potentially mis-identified: Grand-parent cell line (GM01500) was originally thought to be a myeloma cell line but is a B-lymphoblastoid cell line. (Cellosaurus) 	ATCC:CRL-8644	ACH-000829,CVCL_2526,CCLE_Name:HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00293	LU-139	Cell Line	Suspension			 	RIKEN:RCB0469	COSMIC713878,ACH-002052,CVCL_1390,CCLE_Name:LU139_LUNG	
	SIDM01858	Ri-1	Cell Line	Suspension			 	DSMZ:ACC-585	ACH-000398,,CCLE_Name:RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	3098690.0
	SIDM00338	ME-1	Cell Line	Suspension			 	DSMZ:ACC-537	COSMIC1330942,ACH-000439,CVCL_2110,CCLE_Name:ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01059	IPC-298	Cell Line	Adherent			 	DSMZ:ACC-251	COSMIC907171,ACH-000915,CVCL_1307,CCLE_Name:IPC298_SKIN	
	SIDM00943	CAPAN-2	Cell Line	Adherent			 	DSMZ:ACC-245	COSMIC910915,ACH-000107,CVCL_0026,CCLE_Name:CAPAN2_PANCREAS	
	SIDM01212	A2780cis	Cell Line	Adherent	SIDM00210	SIDS00590	 A2780cis is a cisplatin resistant subclone of A2780. A2780ADR is an adriamycin resistant subclone of A2780 (ECACC).	ECACC:93112517	CVCL_1942	
	SIDM00706	NCI-H209	Cell Line	Suspension			 NCI-BL209 is a lymphoblastoid line from the same patient as NCI-H209 (ATCC).	ATCC:HTB-172	COSMIC688013,ACH-000290,CVCL_1525,CCLE_Name:NCIH209_LUNG	
	SIDM01180	SNU-387	Cell Line	Adherent			 	ATCC:CRL-2237	COSMIC909736,ACH-000478,CVCL_0250,CCLE_Name:SNU387_LIVER	
	SIDM00362	P32-ISH	Cell Line	Unknown			 	JCRB:JCRB0095	COSMIC1330987,ACH-002293,CVCL_3119,CCLE_Name:P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01770	SNU-520	Cell Line	Suspension			 	KCLB:00520	ACH-000908,,CCLE_Name:SNU520_STOMACH	
	SIDM00893	BT-20	Cell Line	Adherent			 	ATCC:HTB-19	COSMIC906801,ACH-000536,CVCL_0178,CCLE_Name:BT20_BREAST	
	SIDM01724	Hs-839-T	Cell Line	Adherent			 	ATCC:CRL-7572	ACH-000180,,CCLE_Name:HS839T_FIBROBLAST	
	SIDM01052	EFO-21	Cell Line	Adherent			 	DSMZ:ACC-235	COSMIC911905,ACH-000308,CVCL_0029,CCLE_Name:EFO21_OVARY	
	SIDM00724	NCI-H2405	Cell Line	Semi-Adherent			 	ATCC:CRL-5944	COSMIC687821,ACH-000121,CVCL_1551,CCLE_Name:NCIH2405_LUNG	
	SIDM01898	93T449	Cell Line	Adherent			 94T778 was established from the second recurrence of the tumor from the same patient from which the 93T449 cell line was derived (ATCC).	ATCC:CRL-3043	ACH-001794,,CCLE_Name:93T449_SOFT_TISSUE	
	SIDM00522	DMS-273	Cell Line	Adherent			 	ECACC:95062830	COSMIC687985,ACH-000749,CVCL_1176,CCLE_Name:DMS273_LUNG	
	SIDM00100	NCI-H2595	Cell Line	Unknown			 	NCI-Navy Medical Oncology Branch:NCI-H2595	COSMIC1240132,ACH-002127,CVCL_A545,CCLE_Name:H2595_PLEURA	
	SIDM01265	MM1S	Cell Line	Semi-Adherent	SIDM00624	SIDS00203	 MM1R is a dexamethasone resistant line derived from MM1.  MM1S is a dexamethasone sensitive line derived from MM1 (ATCC).	ATCC:CRL-2974	COSMIC1659818,ACH-000763,CVCL_8792,CCLE_Name:MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00978	WM-239A	Cell Line	Adherent			 WM115, WM266-4, WM239A and WM165-1 were all derived from the same patient.  WM115 cell line originated from the primary tumor, and WM239A, WM165-1 and WM266-4 were from individual lymph-node metastases (Rockland). 	Rockland:WM-293A	CVCL_6795	
	SIDM01017	KARPAS-231	Cell Line	Suspension			 	ECACC:6120601	COSMIC1327774,ACH-002255,CVCL_1822,CCLE_Name:KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00414	VM-CUB-1	Cell Line	Adherent			 	DSMZ:ACC-400	COSMIC909780,ACH-000545,CVCL_1786,CCLE_Name:VMCUB1_URINARY_TRACT	
	SIDM01430	SUM-185PE	Cell Line	Adherent			 	BioIVT:SUM-185PE	ACH-001392,CVCL_5591,CCLE_Name:SUM185PE_BREAST	
	SIDM00593	HEL-92-1-7	Cell Line	Unknown			 HEL and HEL-92-1-7 share common ancestry (PMID: 25877200).	ATCC:TIB-180	COSMIC907054,ACH-000005,CVCL_2481,CCLE_Name:HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM00878	HCC1569	Cell Line	Semi-Adherent			 	ATCC:CRL-2330	COSMIC907046,ACH-000930,CVCL_1255,CCLE_Name:HCC1569_BREAST	
	SIDM01398	WM1799	Cell Line	Adherent			 	Rockland:WM1799	ACH-000661,CVCL_A341,CCLE_Name:WM1799_SKIN	
	SIDM00089	NCI-ADR-RES	Cell Line	Unknown			 NCI-ADR-RES has been shown to be derivitive of OVCAR-8 (ICLAC)	NCI:NCI-ADR-RES	CVCL_1452	
	SIDM01463	TEN	Cell Line	Adherent			 	RIKEN:RCB1433	ACH-000397,CVCL_E063,CCLE_Name:TEN_ENDOMETRIUM	
	SIDM01920	RCC4-VHL	Cell Line	Adherent	SIDM01851	SIDS01788	RCC4-VHL was established from RCC4 by stable transfection with the vector, pcDNA3-VHL, conferring neomycin resistance and encoding the von Hippel-Lindau (VHL) tumour suppressor gene product pVHL (ECACC). RCC4-emptyvector and RCC4-VHL were derived from the RCC4 cell line by stable transfection with pcDNA3 and pCDNA3-VHL respectively (ECACC).  SLR24 was shown to be a RCC4 derivative (ICLAC).	ECACC:03112703		
	SIDM01094	Ramos	Cell Line	Suspension			 Ramos-2G6-4C10 was derived from the Ramos cell line by repetitive cloning with selection for low constitutive expression of CD23 and maximum stimulation of CD23 expression by IL4 (ATCC).	ATCC:CRL-1596	ACH-001636,CVCL_0597,CCLE_Name:RAMOS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
	SIDM01120	NCI-H720	Cell Line	Suspension			 	ATCC:CRL-5838	COSMIC687600,ACH-002174,CVCL_1583,CCLE_Name:NCIH720_LUNG	
	SIDM01475	COV504	Cell Line	Adherent			 	ECACC:07071902	ACH-001048,CVCL_2424,CCLE_Name:COV504_OVARY	
	SIDM01933	KCI-MOH1	Cell Line	Adherent	SIDM00670	SIDS00157	 KCI-MOH1 is a derivative of HPAC (ICLAC).	DSMZ:ACC-498	ACH-001098,,CCLE_Name:KCIMOH1_PANCREAS	
	SIDM00240	OMC-1	Cell Line	Adherent			 	RIKEN:RCB0753	COSMIC949154,ACH-002180,CVCL_1623,CCLE_Name:OMC1_CERVIX	
	SIDM00812	SW1417	Cell Line	Adherent			 	ATCC:CCL-238	COSMIC909747,ACH-000236,CVCL_1717,CCLE_Name:SW1417_LARGE_INTESTINE	
	SIDM00957	COLO-678	Cell Line	Adherent			 	DSMZ:ACC-194	COSMIC910689,ACH-000350,CVCL_1129,CCLE_Name:COLO678_LARGE_INTESTINE	
	SIDM00946	DND-41	Cell Line	Suspension			 	DSMZ:ACC-525	COSMIC1297446,ACH-000981,CVCL_2022,CCLE_Name:DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
